username,role,course_id,slug_id,slug_type,title,nposts,body,code
jepiLentoijoni,Student,UBCx/Climate1x/1T2016,5699dc3ae160f2053b000728,initial_post,Oceans and,9,Why are the oceans getting more warmer? is it because there is lack of Ice sheet in the oceans to reflect back rays from the sun (presumably ice sheets are melting).,t
GlennTamblyn,Student,UBCx/Climate1x/1T2016,569726305fd70904ff0005e3,initial_post,Google Scholar - a useful resource,4,"When trying to evaluate the science of anything the ultimate reference is the scientific literature itself. However there are very many scientific journals and many require subscriptions to gain access to the full papers. Their websites will give the title, authors, affiliations and the Abstract - the 1-2 paragraph summary of the paper. 
 
 If you want to read the full paper you then may need a subscription which most of us don't have. 
 
 Google offers a useful tool for finding scientific papers, and possibly finding a non pay-walled copy. Google Scholar, a dedicated search tool for scholarly publications.
 
 [https://scholar.google.com.au/][1]
 
 Type the name of the paper or possibly leas author, year etc and there is a good chance of finding the paper you are looking for. This will link to things like the journal where the paper was published. 
 
 If that journal pay-walls the full text, all is not lost. Sometimes (and increasingly) the authors of papers host a copy on the blog, University webpage etc. And Google Scholar often provides a link to those other copies as well.
 
 For example, [this paper][2] is quite an interesting study from the early history of satellite observations of the Greenhouse Effect. 
 
 If you go to Google Scholar and search for just the lead authors name and the year it was published - Conrath 1970 - Scholar finds it. And on the right will be a link to any other source that might have it.
 
 You can search for the title, author, year. Also add keywords to narrow the search. And many papers are referenced by their DOI number, Scholar can find that too.
 
 
  [1]: https://scholar.google.com.au/
  [2]: http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19700022421.pdf",t
helenmarie1943,Student,UBCx/Climate1x/1T2016,5696942ea66778053300058f,initial_post,thoughts on assigment 1,4,"I was almost blown away with all the printing I had to do for reading the assignment ""how to complete assignment 1.""
 (I have to print it out because of my retention factor.)
 I only see some small part of what somebody has written about in response to a post (Walter-1943
 2 days ago
 Vote for this post, there is currently 0 vote0 Vote
 More
 Perhaps I do not understand, but is not the rise and fall of ocean levels the result of climate change rather than a caus
 Don't forget normal tides.
 More
 posted 2 days ago by hfeeser
 Yes, sea level rise is the result of warming oceans. It melts the large ice masses (like Greenland) and adds volumes of water to the oceans causing them to rise.posted a day ago by theseehawks.
 
 The problem is although this was in Assignment one section, I don't think this discussion - not shown but only two lines couldn't possibly be all that was said???? and the above response by theseehawks leads to more confusion and I don't understand what the person is saying, so I am thinking there is much more to come. Additionally I have a question - the assignment speaks about our map and although I placed where I live on the map (originally) when joining the course, it doesn't show up now. Does anybody understand any of this, I could really use some help.",a
Carlosarellano1,Student,UBCx/Climate1x/2T2016,573dfa87e136290529000020,initial_post,Is Climate Change a big problem where you live,5,How does Climate Change affect where you live is it bad or does it benefit you,t
ShelleyMcK,Student,UBCx/Climate1x/2T2016,573332c4c837130539000b29,initial_post,Climate change regarding wildfires in Canada,4,"[Today's article in the New York Times][1] highlights many of the topics we're discussing in this module. Fascinating and scary. What do you think?
 
 
  [1]: http://www.nytimes.com/2016/05/11/science/global-warming-cited-as-wildfires-increase-in-fragile-boreal-forest.html?hp&action=click&pgtype=Homepage&clickSource=story-heading&module=second-column-region&region=top-news&WT.nav=top-news&_r=0",t
EricE_MA,Student,UBCx/Climate1x/2T2016,5766bc68f3ea61052c0009a7,initial_post,Ancient Climate Change: Oxygenation of Atmosphere,1,"This is not germane to the current anthropogenic climate change, but for those interested in the ancient atmosphere, I found this new report interesting. 
 
 TL;DR? There was virtually no oxygen in the atmosphere until 2.33 billion years ago. That's the time that the ""Great Oxygenation Event"" occurred -- fueled by cyanobacteria. In just 10 million years there was enough O2 that it affected mineral weathering. Though we didn't reach the current ~21% for some time. 
 
 http://news.mit.edu/2016/oxygen-first-appearance-earth-atmosphere-0513",t
Citrus909,Student,UBCx/Climate1x/2T2016,57611c26f3ea6105320006ca,initial_post,RCP3PD - Bold Carbon-free project,0,"Re: RCP3PD
 
 Bold Carbon-free New Age project
 
 There is no drama intended as I report today of the commissioning a $200 million carbon-free greenhouse project near remote Port Augusta, South Australia. No - greenhouse does not mean it is powered by greenhouse gas! 
 
 Owner Sundrop Farms will produce under a ten year contract 15,000 tons of truss tomatoes each year for the Australian supermarket operator Coles.
 
 Yesterday I reported the very recent closure of a substantial coal-fired power station and coal-mine near Port Augusta and consequent loss of jobs. A steel mill also closed there recently. New jobs will be welcomed.
 
 This is a classic example of communities transitioning to the new age.
 Sundrop Farms operations will be primarily powered by a new concentrated solar thermal power plant with a generating capacity of 1.5 Megawatts. Seawater will be withdrawn from Spencer Gulf and desalinated to feed produce. 
 
 RCP3PD requires a limitation on future cumulative emissions of 560 GtonC - our notional bank to keep below a global 2 degC temperature rise. As farm emissions are very significant this project is an example to farm and horticulture industries in shrinking emissions and keeping pressure off our warming world.
 www.sundropfarms.com
 Jump up ^ ""The Q&A: John Phinney of Sundrop Farms"". www.nortonrosefulbright.com.",t
SaraEHarris,Instructor,UBCx/Climate1x/2T2016,57264cb8d11155054500056e,initial_post,Role of science in Decision Making?,46,What role do you think science should play in decision-making?,t
Citrus909,Student,UBCx/Climate1x/2T2016,57416d34f012b70559000144,initial_post,Role of science in decision-making,0,"I am Brian Ray or Citrus909 in this course. Climate Change is increasingly topical in Australia where I live - it is to a significant degree also controversial. Some people say ""god is the cause"", some say ""CO2 is the food of plants; that's good"", some say ""a warmer climate is good for us"". As a result we have political parties with conflicting policies on climate change. The fact is civilised societies have evolved ""scientific method"" - the intellectual process of observation, measurement, hypothesis and testing and adjustment. Over a century ago science explained ""the greenhouse-effect"" in which a trace amount of CO2 enabled earth's temperature to stay within a range which supported the evolution of humans. The IPCC shows us with virtually certainty that human activity is now very rapidly elevating CO2 levels and global temperature to levels unprecedented in the last 800,000 years. There is a need for cogent policy on climate. The community looks to science to provide reliable pictures/policies of a myriad of future situations usually supported by models. I am backing science based climate policies adopted by politicians over any business-as-usual policies of vested interests.",t
SaraEHarris,Instructor,UBCx/Climate1x/2T2016,5734fb1b42c3ca052d000030,initial_post,Influence Energy Flows to Counteract Climate Change?,12,"In what ways can humans attempt to counteract climate change by influencing energy flows, either through changing reflectivity, or through changing the greenhouse effect? What are the benefits and drawbacks of different approaches? You might already know about some proposed options, or see what you can find out to share with others.",t
SaraEHarris,Instructor,UBCx/Climate1x/2T2016,5745e178f012b70570000309,initial_post,What makes a model useful or not?,2,"Statistician George Box is credited with saying (in several different ways), that *“All models are wrong, but some are useful”*. What makes a model useful or not useful? How do you evaluate models you encounter in your life (including models other than climate models)?",t
SamerAl-Sakkaf,Student,UBCx/Climate1x/2T2016,573341a17e622b0551000af1,initial_post,Hello from Yemen,0,"Hello everyone, 
 I am Samer Alsakkaf, from Yemen, (low income country) which never cares about the importance of climate change in general and green house effect in particular. The World Bank made some activities in this regard but the government did nothing. I am a civil engineer. I am employed as a Water and Habitat engineer in ICRC, International Committee of the Red Cross. I am very interested in this important topic and very happy to join you in this course. I have also the ability and the well to assist the instructors and the researchers in collecting information in this regard from my own country to have a clear and good data records, trying to participate in improving the earth to have a clearer and non polluted environment. 
 
 Thanks and Best Regards,
 Samer Alsakkaf
 Yemen
 sa_al2007@yahoo.com",s
RevaHill,Student,UBCx/Climate1x/2T2016,5731ec01d11155055d000a67,initial_post,Maunder Minimum,8,"I'm in a conversation with a denier and some listening in followers about the Maunder Minimum. By that, I think he means solar activity and cosmic cycles affecting climate. We are exchanging information. I'm wondering which skeptic scientist(s) have used this as a 'we can't know"" diversion. Also looking for good articles, especially those that link to actual studies. Any help is appreciated.",t
Emunope,Student,UBCx/Climate1x/2T2016,57846b82222e7705270000a0,initial_post,Climate change in Patagonia,0,"I think that the public systems in Chile, responsible for the environment and agriculture should be in structure, climate science as a basis to schedule the next steps in the development of extreme areas , which is where I live. In Chilean Patagonia, it is also necessary to work with Argentina , and assess if the production systems can withstand the changes to come . For this, the public system should be more informed, and with global , regional and local data on hand , thinking and planning with communities the future of Patagonia.",t
Hank71,Student,UBCx/Climate1x/2T2016,5747a6263ba2a90544000372,initial_post,Reference period,2,"I often read where the reference period can affect the results of a graph. But it seems like it would only affect where the 0 degree line in the graph of temperature anomalies would be. It would be helpful if someone could explain how this works with an actual calculation for two different graphs, not just two graphs with different reference periods. I think I should know this but just can’t seem to get a handle on the process.",t
DRizzotti,Student,UBCx/Climate1x/2T2016,575747977e622b050f00005b,initial_post,A good news,0,"WASHINGTON (Reuters) - India has agreed to work toward joining the Paris Agreement on climate change this year, India and the United States said on Tuesday, giving momentum to the international fight to curb global warming.",t
SMladenov,Student,UBCx/Climate1x/2T2016,5735ec308c931a053900007c,initial_post,Introduction,0,"Hello all :) My name is Sasho and i'm from Sofia,Bulgaria.
 I finish my bachelor's degree in Ecology-economix,i'm interested in Climate change and sustainable development)",s
SandraCervantes,Student,UBCx/Climate1x/2T2016,572d2b2cc837130569000920,initial_post,performance,0,"I am sandra, I am an environmental educator and I want this course to learn more about climate change and how to mitigate their damage to nature, especially in forests where I work as a volunteer, to protect them, here in Mexico",s
FazalKarim,Student,UBCx/Climate1x/2T2016,572c7ac8c83713052d000932,initial_post,Greeting from Pakistan,0,"Hello every one, I am Fazal Karim from Pakistan. I am a Humanitarian actor working for the vulnerable communities and their preparedness regarding natural and human made disasters which are now frequently occurring in the world. I m not a student of Climate change but i am interested to do this course because it is a very important topic as we are facing the climate changes in the current years and the years ahead .We can share our ideas and the important events which took places in our areas due to climate changes. Regards Fazal
 More
 Edit
 Delete
 Report abuseReport
 posted 6 minutes ago by FazalKarim",s
SaraEHarris,Instructor,UBCx/Climate1x/2T2016,574e056ff012b7052f000587,initial_post,About Future Humans,7,"In section 6.2 Activity 2, there’s a reading by Curt Stager called “[What Happens After Global Warming][1]”. The article briefly mentions what people of the future might think about climate change, and perceived benefits and drawbacks for future humans. What do you think of the long-term tradeoffs mentioned in this article?
 
 
  [1]: http://www.nature.com/scitable/knowledge/library/what-happens-after-global-warming-25887608",t
SaraEHarris,Instructor,UBCx/Climate1x/2T2016,5734abb042c3ca051b000009,initial_post,Climate Terminology & Definitions,2,"If you have questions about terms or definitions in this course, here's a place to ask (and answer). Every field has terms with specific meaning in that field. Sometimes those meanings are different from everyday usage. So here's a place to clarify. This space could give you an opportunity to think about how you would explain these terms to someone unfamiliar with climate science.",t
Nadeeshaniwayamba,Student,UBCx/Climate1x/2T2016,5737dc6842c3ca05420000eb,initial_post,About Sri Lanka climate sensitivity,0,"I'm afraid to say this, when considering the current situation in my country is so bad. temperature has increased more than past few 50 years. usually, hill country has the lowest temperature around 10-18 centigrates. But today, around 21-25. in Last month most of the divisions had 35-37 degrees of celcious average temperature. no rain, no cultivation and bad living.",t
FazalKarim,Student,UBCx/Climate1x/2T2016,573dac183ba2a9052f000005,initial_post,Global warming in Asia,1,"Asia is one of the most effected areas of the world by natural disasters due to global warming. It happens due to the unpredictable changes in the temperature. As we are observing that the summer seasons are getting more warmer annually. Like wise the winter seasons are also getting warmer as a result the Himalayan glaciers are melting very rapidly which ultimately increases the sea level. The main reasons of these Asian countries is that these are the under develop countries and there is no any mechanism of sustainable development. These countries are degrading the environment. Every year these countries are facing the floods, torrential rains, avalanches, cyclones, landslides all these are due to global warming. There is a need of proper mechanism and policies to over come these challenges.The governments should take precautionary measures in this regard.",t
SaraEHarris,Instructor,UBCx/Climate1x/2T2016,573d47658c931a0518000305,initial_post,Assignment 1 - If you missed the deadline...,14,"Hi everyone,
 
 If you missed the Assignment 1 submission deadline for any reason (internet troubles, schedules, or whatever) and you'd still like to share your essay (which I hope you do - your essays are what make this experience rich for everyone)...
 
 1. Please post your essay in this thread. That will give others an opportunity to read it and provide you with some feedback (if you'd like), which might help for assignment 2. 
 
 2. Part of the essay assignment is to post your essay to the Assignment 1 map. You can post to the map at anytime, so I do encourage you to post your essay there as well, even if you missed the peer review part. That way others from around the world can see what's happening where you are. (The map does have some marks associated with it too, so if you're aiming for a good mark in the class, definitely do post there).
 
 The good news is that if you are aiming to pass the class (for a verified certificate or other reason), you can still pass and even do very well. 
 
 best,
 
 Sara",t
FazalKarim,Student,UBCx/Climate1x/2T2016,5731addfd11155053f000a82,initial_post,Evidence based policies,0,It is bitter truth that human activities causes climate change. Human societies are facing many challenges due to this climate change. Scientists need facts and authentic evidences to addressed the people. Scientists need authentic data to effectively communicate the policy makers. So we can say that science has an important role for policy making.,t
ArnisaLipa,Student,UBCx/Climate1x/2T2016,572cc7b0c8371305700008dd,initial_post,Hello form Kosovo,0,Hi everyone! I'm Arnisa from Kosovo. I've just finished the bachelor studies in Engineering Chemistry. I want to learn about climate change so I can come up with ideas how to teach my friends and people of my country to take responsibilities for their actions towards the nature and our health so we can slow down this fast change in the climate.,s
Taka99,Student,UBCx/Climate1x/2T2016,57389298aab18f050c00010a,initial_post,Lecture videos,2,"I'm using a Chrome in a Win 7. I can't find the lecture videos. Aren't there at least one at each module? So far I saw the introduction one and one other. 
 Another one is. I have to print put the PDFs because I can't read on a computer screen. The thing is they always come out side ways. I can't make it Portrait and I'm not familiar with Adobe. (And I have paper jam problems with my printer so it took literally a day to print out one module. But that's my problem.)",a
cindyculhane,Student,UBCx/Climate1x/2T2016,573cac428c931a052a0002f9,initial_post,Explanation of grading,1,"Can you explain the grading on Assignment 1? My peer reviews were all 'exceptional', but in course progress, my grade was only 87%. Do you, as an instructor, also assign a grade>
 
 Also, can we see peer's comments (or yours)? Feedback is always appreciated.
 
 Thanks",a
gallegoj,Student,UBCx/Climate1x/2T2016,5732472dc837130563000ab7,initial_post,ABOUT CLIMATE CHANGE FUTURE,0,"I am sharing a article posted by The Guardian about the strategies and different topics taken on Paris. I hope you enjoy it.
 
 http://www.theguardian.com/commentisfree/2016/may/05/mayors-new-york-paris-rio-climate-action-cities",t
glorien1,Student,UBCx/Climate1x/2T2016,5731d2e5d111550552000a85,initial_post,Greeting!!!,0,"Hello! Everyone, my name is Glorien, i'm from Madagascar. I would like to follow Climate change course. I want to learn more about this subject !!!!
 Bye",s
WendelMayesJr,Student,UBCx/Climate1x/2T2016,573d7b9442c3ca0533000336,initial_post,I can't submit an assessment,1,"When I try to submit my assessment and move on to response #3, I get this message: ""We could not submit your assessment. This feedback has already been submitted or the submission has been cancelled."" I have not previously submitted the assessment. How to I submit my assessment and move on to the next one?",a
Phamtham,Student,UBCx/Climate1x/2T2016,57567e1cf012b7051d000906,initial_post,What ways can humans attempt to counteract climate change,0,"My country is impacting by climate change some recently years. All of the provinces along Center and South of Vietnam is lacked water to use. High temperature leads to use more air-conditioners, pan so waste electric and emitted more CFC and CO2. 
 
 Our Government is pushing cut down electric using, grow trees, and design methods to adapt to climate change. They recommendation their resident to save energy, to use friendly environmental products. They are also growing tree everywhere. The projects, buildings are designed to adapt to global warming situation.",t
kaal111,Student,UBCx/Climate1x/2T2016,5745fff6f012b7052f0002e0,initial_post,KRISHAN DEV,2,hi guys i m krishan dev i am frm iit guwahati (india ) i m pursuing my mtech from here and this is my project topic . as i m learning it is becoming more interesting. i have a suggestion for this climate change and increasing c02 we should use biochar with soil as it absorb the co2,t
Hank71,Student,UBCx/Climate1x/2T2016,5740bae6e1362905500000f4,initial_post,"Planes, trains, and large trucks",7,"I haven’t seen any discussion of how to eliminate the CO2 caused by planes, trains and large trucks. Nor do I know what percentage of CO2 is caused by those types of pollution. However I would think changing those over to something that does not create CO2 would be difficult. Is there anyone with thoughts about this?",t
paulhundal,Student,UBCx/Climate1x/2T2016,57372c728c931a05480000c5,initial_post,STAFF: Question about top of atmosphere temperature,2,"In 3.1 at the end of the fourth lecture the prof refers to the calculating the temperature at the top of the atmosphere. How do you define ""top of the atmosphere"". Is it the top of the Exosphere, which I understand to be the highest atmospheric layer? Or is it the top of the Thermosphere? The Mesopause was defined as the edge of space around 60 years ago by Theodore von Kármán. If the Mesopause is the top of the atmosphere the profs temperature estimate is off by a long shot because the temperature there is around 173°K, not the 255°K given as an answer. The mesopause happens to be the coldest point in the atmosphere. So which is it that she is referring to? I ask that because specifics are important since these layers have vastly different heights and conditions but also because the NASA graph below also contradicts the temperature estimates she gave as the answer. Climate science discussions require accuracy and precision especially when defining terms like the top of the atmosphere, otherwise climate change deniers will be all over you for sloppy inaccurate statements.![Atmospheric Layers and Temperature produced by NASA][1]
 
 
  [1]: https://edxuploads.s3.amazonaws.com/14632336001909102.gif",t
gallegoj,Student,UBCx/Climate1x/2T2016,5755d83f3ba2a905080008df,initial_post,ABOUT CARBON CYCLE AND CLIMATE CHANGE,2,"Hi members,
 
 
 I am going to share some interesting news about Climate Change. I read daily about this topic and I am member of this websites.
 
 Thanks for your comments.
 
 http://www.theguardian.com/environment/2016/may/12/air-pollution-rising-at-an-alarming-rate-in-worlds-cities?CMP=twt_a-environment_b-gdneco&utm_content=bufferab4b4&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer 
 
 http://www.opb.org/news/article/climate-change-sea-rise-archeological-sites/?utm_content=buffer68a04&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer 
 
 http://www.climatecentral.org/gallery/graphics/the-new-normal-earth-is-getting-hotter?utm_content=bufferc5a01&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer 
 
 https://www.washingtonpost.com/news/capital-weather-gang/wp/2016/05/18/we-are-living-in-the-most-unusually-warm-period-in-modern-history/ 
 
 http://www.theguardian.com/environment/planet-oz/2016/may/20/carbon-dioxides-400ppm-milestone-shows-humans-are-re-writing-the-planets-history?utm_content=buffer3800d&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer 
 
 http://www.naturalgasintel.com/articles/106605-california-proposes-methane-emission-rule-socalgas-calculates-aliso-leak-at-462-bcf?utm_content=buffer011b3&utm_medium=social&utm_source=plus.google.com&utm_campaign=buffer",t
SaraEHarris,Instructor,UBCx/Climate1x/2T2016,573e46eb3ba2a90517000044,initial_post,Tipping Elements in the Climate System,17,"In Module 4, there was an activity to read “[Tipping elements in the Earth’s climate system][1]” by Lenton et al., 2008 (Proceedings of the National Academy of Sciences of the USA, vol 105, no 6, p 1786-1793). 
 
  - Which of these tipping elements do you think poses the greatest threat to humanity? Why?
  - Lenton et al. identify a list of tipping elements as “policy-relevant”. In what ways do you think policymakers could use information similar to that presented in this paper? You could consider this question broadly, or in detail.
  - What more recent resources can you find regarding the “policy-relevant” tipping elements identified by Lenton et al.? Please share.
  - Do you think there tipping elements that Lenton et al. do not identify? What are they? If you have resources about them, please share.
 
  [1]: http://www.pnas.org/content/105/6/1786.full.pdf+html",t
jaded07,Student,UBCx/Climate1x/2T2016,572a31e7c837130566000836,initial_post,how you are affected you the climate change,11,"Climate Change is a greatest environmental challenge facing the country , The adverse effects of a changing climate are already being felt and inevitably intensify , even if immediate measures to dramatically reduce emissions are taken. All societies must prepare for the inevitable.",t
JimCatt,Student,UBCx/Climate1x/2T2016,5729891fc8371305270007b4,initial_post,Accuracy of Climate Models,3,"I'm sure this will be discussed in the relevant section of the course, but I recently discussed climate modelling with a skeptical/denier friend and he showed me the following blog that seems to claim that climate models have failed to predict actual temperature changes. Can anyone point me at some information that rebuts these claims - I'm assuming they're not correct. 
 
 The blog can be found at:
 
 https://wattsupwiththat.com/2015/09/17/how-reliable-are-the-climate-models/",t
Citrus909,Student,UBCx/Climate1x/2T2016,576135397e622b053f000698,initial_post,Query on Sensitiviy; course notes,3,"CLIMATE SENSITIVITY and ENERGY FLOWS
 
 I went back over some energy flows in Module 2.2 and felt something was not gelling with me:-
 
 Slide showing two incoming flows, solar + greenhouse for a combined flux of 500 W/m2.
 Does this purport to be an example from the real world? Could we see the derivation of this figure?
 
 However going ahead I had a go at estimating the temperature on this square meter and came-up with 33.44 degC (using Stephan-Boltzmann from course notes.) 
 
 So after setting up the formula in the spreadsheet I had a list suggesting each increment of one W/m2 increased temperature by 0.15 degC.
 
  Adding 4 W/m2 increased T by 0.61 degC.
 
 I am aware in my reading that sensitivity is defined by a doubling of CO2 concentrations (which seems very arbitrary). 
 
 Could you provide guidance on the statement in course notes “DOUBLE atmospheric CO2, ADDS about 4 W/m2. INCREASES Earth’s temperature by about 3 degC.”",t
F1905,Student,UBCx/Climate1x/2T2016,574d522af012b7053b000579,initial_post,Geoengineering,3,What is your opinion on geoengineering activities like a stratospheric aerosol injection to increase the albedo effect? I think there are more cons than pros. For example: Not solve the emissions of CO2 and it's very dangerous overall... I would like to know If scientists are really thinking about it or it is something in the rank of sci-fi?,t
nevrednav,Student,UBCx/Climate1x/2T2016,573191427e622b0518000a24,initial_post,Role of Science in Decision Making,0,"I believe that science should play a major role in decision making. I believe that scientific rigor should be considered for almost ALL policy decisions, with reasonable consideration given to expense and temporal resources. 
 
 The biggest challenges are ensuring that we have scientifically literate policy makers, voters, and other stakeholders; and making hard decisions that may have unfortunate short-term, local, or personal consequences.",t
ncross87,Student,UBCx/Climate1x/2T2016,57461ceef012b70569000334,initial_post,Peer Review,1,Can someone help me find the peer review section?,a
SaraEHarris,Instructor,UBCx/Climate1x/2T2016,5726a31a7e622b05420005e4,initial_post,About Climate Sensitivity,24,"In this course, we’ve cited a “best estimate” for Earth’s climate sensitivity, but there is uncertainty around that estimate. The real climate sensitivity might be lower or higher than this estimate. How do you think about numbers that have uncertainty? Do all numbers have uncertainty? How do you think estimates of climate sensitivity (with their uncertainty) can be useful for making mitigation or adaptation plans?",t
colinmahony,TA,UBCx/Climate1x/2T2016,570e7eba6fcfa505480003f1,initial_post,Tips & Tricks for edX Discussions,0,"Here are some tips to help you navigate the edX Discussion forums for Climate1x.
 
 **Navigating the forums**
 
 Accessing the forums works best via the corresponding menu item:
 
 ![][1]
 
 Check out the three drop-down menus:
 
  - (1) Use the list to pick a specific view or sub-forum to access - “All Discussions” is the default and “Posts I’m Following” comes in handy to keep track of posts you want to keep an eye on (if you read an interesting discussion, click on the “star” in the first comment to start following it - you’ll have to do this manually even for posts you replied to) 
 
 ![enter image description here][2]
 
  - (2) If you want to read-up on forum content since you last visited, select “Unread” from this drop-down to narrow down the posts displayed:
 
 ![enter image description here][3]
 
 > Note: if you want to refresh the list of displayed posts, toggle
 > between “Show all” and “Unread” in the drop-down - do not refresh the
 > page via your browser as this will reset the main selection to “All
 > Discussions” and you’ll need to switch this back manually to the view
 > you were in.
 
  - (3) The third drop-down can be used to determine the sort-order with “recent activity” most likely being the most helpful one. Posts created or replied to recently will show up at the top of the list then:
 
 ![enter image description here][4]
 
 **How to know what might have changed**
 
 If the number is white on blue, it means that the post was created new since you last visited:
 
 ![enter image description here][5]
 
 If the number is black on white, a response or comment was added to a post (or some other update happened, like editing a comment)
 
 ![enter image description here][6]
 
 If the number is black on grey, then your response or comment was the last one added or there was no new activity at all.
 
 ![enter image description here][7]
 
 **Check out pinned forum posts**
 
 Some forum posts - usually created by Community TAs or Staff - have been pinned to the top in order to make them “stand out” and be easily accessible. Make sure to check them out as they contain important information!
 
 ![enter image description here][8]
 
 **Finding new content in long threads**
 
 In some posts with many responses and comments it can be difficult to locate new content via scrolling through it. What you can then do is to use your browser’s search function by hitting CTRL+F. In Firefox a search box will be displayed e.g. at the bottom of the window: 
 
 ![enter image description here][9]
 
 Depending on how long ago you last checked a post, you can now search for “hour”, “minute” or “day” to find recent updates.
 
 ![enter image description here][10]
 
 **Looking for posts with specific content**
 
 You can use the search box to see if others have already posted about something you’d like to discuss:
 
 ![enter image description here][11]
 
 You can also look for posts by one of your coursemates by entering her/his username:
 
 ![enter image description here][12]
 
 If you click on the highlighted bar, you’ll end up at the overview page listing all posts and comments by the student.
 
 **Follow links from posts with the CTRL-key clicked**
 If you just click on a link within a forum-post, the page will be opened in the same tab. If you then use the back-function to go back to the forum-post, the edX platform always does a page refresh which loses any restrictions you may have had set previously via the drop-downs and revert back to “All discussions” and “Show All”.
 
 **Creating a new post (edX-lingo for thread)**
 
 ![enter image description here][13]
 
  - (1) Click on the “New Post” button from any forum page; 
  - (2) decide if it’s going to be a question or discussion; 
  - (3) select the relevant sub-forum via the “TOPIC AREA” list; 
  - (4) give your post a meaningful title; 
  - (5) as you add your post, remember that you can add text formatting, pictures, links, quoteboxes, etc. to enrich your content; and 
  - (6) finish by clicking “add post”.
 
 **Options available for a post**
 
 The options available depend on whether it’s your own or a coursemate’s post, but you have up to three options available:
 
 ![enter image description here][14]
 
 You can upvote a post or response a coursemate posted by clicking on “+”. You can decide to follow a post by clicking on “*”. What you see for the more-menu “...” depends on whether it’s your own post or not.
 
 ![enter image description here][15]
 
 If you discover typos or similar issues with your own post, response or comment, you can correct it by selecting “Edit” from the more-menue.
 If the post doesn’t follow the forum guidelines you can report it. Unfortunately, this sets a flag but doesn’t tell us why it was reported as the edX-forums don’t yet have a means via which you can add a comment only visible to staff explaining why you flagged something.
 
 Hope this helps!
 
 *Thanks to Denial101x for permitting us to adapt this content for our course*
 
  [1]: https://edxuploads.s3.amazonaws.com/14449324734534532.png
  [2]: https://edxuploads.s3.amazonaws.com/14449325714147881.png
  [3]: https://edxuploads.s3.amazonaws.com/14449325919624884.png
  [4]: https://edxuploads.s3.amazonaws.com/14449327342152166.png
  [5]: https://edxuploads.s3.amazonaws.com/1444932751606730.png
  [6]: https://edxuploads.s3.amazonaws.com/14449327657046905.png
  [7]: https://edxuploads.s3.amazonaws.com/14449327774295893.png
  [8]: https://edxuploads.s3.amazonaws.com/14449327942689081.png
  [9]: https://edxuploads.s3.amazonaws.com/14449328423509128.png
  [10]: https://edxuploads.s3.amazonaws.com/14449328564217745.png
  [11]: https://edxuploads.s3.amazonaws.com/14449328766652387.png
  [12]: https://edxuploads.s3.amazonaws.com/14449328928047961.png
  [13]: https://edxuploads.s3.amazonaws.com/14449329179281049.png
  [14]: https://edxuploads.s3.amazonaws.com/1444932932633575.png
  [15]: https://edxuploads.s3.amazonaws.com/14449329518432852.png",a
SamerAl-Sakkaf,Student,UBCx/Climate1x/2T2016,576bf7c935c79c0512000d13,initial_post,New session of the course,2,"Dear Sara Harris, instructors,
 Thank you very much for the interesting course. 
 Unfortunately, I could not follow up all the course components because of the limitation of the internet connection in the city I am living in. 
 Due to the war, all the internet and earth telephone are cut. 
 Now I am moving between two cities, this city and the capital of Yemen, Sana'a. So I have a good access to internet in Sana'a and I am very interested in starting soon new session of this course. 
 Now also we tried to have a better access to internet in Sa'ada through 3G from the cellphones mobile data. 
 
 I hope that a new course session will start soon so I can do all the parts of the course. I am lokking forward to starting this great course which is the topic of my planned master degree whenever it is possible.
 
 Thank you very much 
 
 Samer Alsakkaf, civil engineer
 Water and Habitat Engineer in ICRC 
 sa_al2007@yahoo.com",a
Moates,Student,UBCx/Climate1x/2T2016,572c6d2dd11155054f0008f2,initial_post,What sources do people use to stay up to date on Climate Change related topics?,2,"I see some of the staff here work for the website Skeptical Science which I hadn't heard of people, but do other people have particular websites, publications, email lists etc that they follow to ensure they're always up to date and engaged with the community?
 
 Any input will be appreciated",t
keegan28,Student,UBCx/Climate1x/2T2016,5774ee2c35c79c0556001221,initial_post,Grades,1,"Hi Miss Sarah. Thank you for the course. I enjoyed and learned a lot. I have a question regarding the grades assigned. I got a ""Passing Grade"" scoring 76% (Lost Assignment 1 marks due to late enrollment).
 How many types of grades are there? Is ""Passing Grade"" the last? 
 
 Looking forward to your reply. Thank You",a
